academic_year,jae_cluster,jae_course_code,course_name,gceo_cut_off_point
2016,BUSINESS & MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,14
2016,BUSINESS & MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,16
2016,BUSINESS & MANAGEMENT,C96,DIPLOMA IN BANKING & FINANCE,14
2016,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,28
2016,BUSINESS & MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,13
2016,BUSINESS & MANAGEMENT,C99,DIPLOMA IN MARKETING,17
2020,APPLIED SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCE,5 to 10
2020,APPLIED SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,6 to 13
2020,APPLIED SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,6 to 10
2020,APPLIED SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,6 to15
2020,APPLIED SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,9 to 12
2020,BUSINESS & MANAGEMENT,C34,COMMON BUSINESS PROGRAMME,9 to 16
2020,BUSINESS & MANAGEMENT,C96,DIPLOMA IN BANKING AND FINANCE,8 to 13
2020,BUSINESS & MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,5 to 16
2020,BUSINESS & MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,5 to 12
2020,BUSINESS & MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,5 to 14
2020,BUSINESS & MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,7 to 12
2020,BUSINESS & MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,7 to 16
2020,BUSINESS & MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,5 to 14
2020,MEDIA & DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,4 to16
2020,MEDIA & DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,5 to 18
2020,BUILT ENVIRONMENT,C38,DIPLOMA IN ARCHITECTURE,11 to 17
2020,MEDIA & DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,9 to 18
2020,ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,10 to 14
2020,ENGINEERING,C62,DIPLOMA IN ADVANCED & DIGITAL MANUFACTURING,11 to 26
2020,ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,6 to 14
2020,ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,9 to 15
2020,ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,7 to 16
2020,ENGINEERING,C75,DIPLOMA IN INFOCOMM & MEDIA ENGINEERING,7 to 24
2020,ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,9 to 16
2020,ENGINEERING,C89,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,8 to 22
2020,ENGINEERING,C87,DIPLOMA IN ROBOTICS & MECHATRONICS,5 to 23
2020,ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,10 to 26
2020,HEALTH SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),4 to 10
2020,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,4 to 28
2020,HEALTH SCIENCES,C72,DIPLOMA IN ORAL HEALTH THERAPY,9 to 11
2020,INFORMATION & DIGITAL TECHNOLOGIES,C54,DIPLOMA IN CYBERSECURITY & DIGITAL FORENSICS,4 to 6
2020,INFORMATION & DIGITAL TECHNOLOGIES,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,6 to 14
2020,INFORMATION & DIGITAL TECHNOLOGIES,C85,DIPLOMA IN INFORMATION TECHNOLOGY,3 to 14
2020,BUSINESS & MANAGEMENT,C35,DIPLOMA IN BUSINESS & FINANCIAL TECHNOLOGY,7 to 16
2020,INFORMATION & DIGITAL TECHNOLOGIES,C80,DIPLOMA IN INFOCOMM & SECURITY,7 to 16
2020,INFORMATION & DIGITAL TECHNOLOGIES,C36,COMMON ICT PROGRAMME,4 to 15
2020,MEDIA & DESIGN,C66,DIPLOMA IN MOTION GRAPHICS DESIGN,9 to 16
2020,INFORMATION & DIGITAL TECHNOLOGIES,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,6 to 13
2020,MEDIA & DESIGN,C33,DIPLOMA IN ANIMATION & VISUAL EFFECTS,4 to 11
2020,MEDIA & DESIGN,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,5 to 12
2020,MEDIA & DESIGN,C59,DIPLOMA IN INTERACTION DESIGN,11 to 18
2021,APPLIED SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCE,5 to 10
2021,APPLIED SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,4 to 13
2021,APPLIED SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,6 to 12
2021,APPLIED SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,9  to 15
2021,APPLIED SCIENCES,C45,DIPLOMA IN APPLIED CHEMISTRY,5 to 11
2021,BUSINESS & MANAGEMENT,C34,COMMON BUSINESS PROGRAMME,7 to 16
2021,BUSINESS & MANAGEMENT,C96,DIPLOMA IN BANKING AND FINANCE,7 to 13
2021,BUSINESS & MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,6 to 16
2021,BUSINESS & MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,9 to 12
2021,BUSINESS & MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,9 to 17
2021,BUSINESS & MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,7 to 15
2021,BUSINESS & MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,7 to 12
2021,BUSINESS & MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,8 to 16
2021,BUILT ENVIRONMENT,C38,DIPLOMA IN ARCHITECTURE,8 to 15
2021,MEDIA & DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,5 to 15
2021,MEDIA & DESIGN,C32,DIPLOMA IN EXPERIENTIAL PRODUCT & INTERIOR DESIGN,9 to 17
2021,ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,8 to 19
2021,ENGINEERING,C75,DIPLOMA IN INFOCOMM & MEDIA ENGINEERING,11 to 22
2021,ENGINEERING,C89,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,6 to 18
2021,ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,6 to 26
2021,ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,9 to 13
2021,ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,5 to 16
2021,ENGINEERING,C62,DIPLOMA IN ADVANCED & DIGITAL MANUFACTURING,13 to 26
2021,ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,7 to 14
2021,ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,8 to 14
2021,ENGINEERING,C87,DIPLOMA IN ROBOTICS & MECHATRONICS,8 to 23
2021,HEALTH SCIENCES,C97,DIPLOMA IN NURSING,5 to 28 
2021,HEALTH SCIENCES,C72,DIPLOMA IN ORAL HEALTH THERAPY,8 to 11
2021,HUMANITIES,C47,DIPLOMA IN SOCIAL WORK,4 to 9
2021,INFORMATION & DIGITAL TECHNOLOGIES,C36,COMMON ICT PROGRAMME,4 to 15
2021,INFORMATION & DIGITAL TECHNOLOGIES,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,6 to 11
2021,INFORMATION & DIGITAL TECHNOLOGIES,C80,DIPLOMA IN INFOCOMM & SECURITY,9 to 16
2021,BUSINESS & MANAGEMENT,C35,DIPLOMA IN BUSINESS & FINANCIAL TECHNOLOGY,10 to 15
2021,INFORMATION & DIGITAL TECHNOLOGIES,C54,DIPLOMA IN CYBERSECURITY & DIGITAL FORENSICS,3 to 9
2021,INFORMATION & DIGITAL TECHNOLOGIES,C85,DIPLOMA IN INFORMATION TECHNOLOGY,6 to 14
2021,MEDIA & DESIGN,C66,DIPLOMA IN MOTION GRAPHICS DESIGN,10 to 14
2021,MEDIA & DESIGN,C33,DIPLOMA IN ANIMATION & VISUAL EFFECTS,5 to 12
2021,INFORMATION & DIGITAL TECHNOLOGIES,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,5 to 13
2021,MEDIA & DESIGN,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,5 to 12
2021,MEDIA & DESIGN,C59,DIPLOMA IN INTERACTION DESIGN,9 to 17
